Hub,Servicing Site,REMS Proerty ID,Property Name,Project Street Address 1,Project City Address,Project State,Project Zip Code,Project Zip Code Plus 4,Project Occupancy Date,Project FHA Number,SOA Numeric Name,SOA Description,Project Number of Units,Project Number of Assisted Units,Initial Endorsement Date,Final Endorsement Date,Loan Maturity Date,Original Mortgage Amount,Original Interest Rate,Amortized Unpaid Principal Balance,Owner Organization Name
Fort Worth,Fort Worth,800021477,VILLA FELIZ,810 8th ST,ANTHONY,TX,79821,5004,29-Feb-88,133EH020,202,202/8 Direct Loan/ Elderly-Handicapped,30,30,17-Jun-87,01-Feb-89,01-Aug-28,"$731,100.00",9.25,"$219,121.92",Anthony Adult Living Corp
Fort Worth,Fort Worth,800014644,VILLA DE TULAROSA SENIOR HOUSING (202/8 DL/HAP),1205 MONTE VISTA AVE,TULAROSA,NM,88352,2558,10-Jul-86,116EH060,202,202/8 Direct Loan/ Elderly-Handicapped,22,22,26-Sep-85,07-Mar-88,01-May-26,"$627,000.00",9.25,"$85,375.78",VILLA DE TULAROSA SENIOR HOUSING
Fort Worth,Fort Worth,800021411,TARC GROUP HOME 5 APARTMENTS,802 TOVREA RD,ALVIN,TX,77511,2919,06-Mar-89,114EH118,202,202/8 Direct Loan/ Elderly-Handicapped,7,6,28-Sep-88,17-May-90,01-Apr-29,"$150,200.00",9,"$50,531.16",5 TARC GROUP HOME INC
Fort Worth,Fort Worth,800000798,University Gardens,1703 W Iowa St,Beebe,AR,72012,2556,13-Apr-89,082EH245,202,202/8 Direct Loan/ Elderly-Handicapped,20,20,28-Sep-88,08-Mar-90,01-May-29,"$563,800.00",9,"$192,509.11",University Gardens
Fort Worth,Fort Worth,800020699,PECAN PLACE,1600 Pecan St,Bonham,TX,75418,2745,29-Nov-90,112EH109,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,06-Feb-90,03-Sep-91,01-Jan-31,"$1,042,300.00",8.375,"$80,000.00","BONHAM RHF HOUSING, INC."
Fort Worth,Fort Worth,800021394,SUNNYSIDE APTS,4635 ATLAS AVE,EL PASO,TX,79904,3302,08-May-87,133EH011,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,29-Sep-86,24-Jun-88,01-May-27,"$375,700.00",9.25,"$79,297.76","NEW VISTAS, INC."
Fort Worth,Fort Worth,800000784,SOUTHWEST ARKANSAS DEVELOPMENTAL HOMES OF HOPE (H,602 W 23RD ST,HOPE,AR,71801,8132,09-Feb-89,082EH215,202,202/8 Direct Loan/ Elderly-Handicapped,13,12,12-Jul-88,18-Sep-89,01-Mar-29,"$288,700.00",9,"$95,566.88","SW Arkansas Developmental Homes of Hope, Inc."
Fort Worth,Fort Worth,800000768,Shorter College Plaza,240-A GLADE ST,HOT SPRINGS,AR,71901,3259,08-Mar-91,082EH280,202,202/8 Direct Loan/ Elderly-Handicapped,20,20,25-Jul-90,23-Sep-91,01-Mar-31,"$588,200.00",8.375,"$250,369.93","Shorter College Plaza, Inc."
Fort Worth,Fort Worth,800000766,"Sheltered Living Services, Inc.  (HAP/DL/202/8)",1627 Tyler St,Conway,AR,72032,3208,29-Apr-85,082EH082,202,202/8 Direct Loan/ Elderly-Handicapped,13,12,12-Sep-84,23-Dec-86,01-May-25,"$359,400.00",9.25,"$18,826.21","Sheltered Living Services, Inc."
Fort Worth,Fort Worth,800000761,Russellville Heritage Apartments,1010 E M Street,RUSSELLVILLE,AR,72801,3212,29-Jul-87,082EH147,202,202/8 Direct Loan/ Elderly-Handicapped,20,18,16-Dec-86,09-Feb-88,01-Aug-27,"$458,700.00",9.25,"$105,311.99","Russellville Heritage Apts, Inc."
Fort Worth,Fort Worth,800014608,RANCHITOS VILLAGE,6811 RANCHITOS RD NE,ALBUQUERQUE,NM,87109,5654,14-Feb-91,116EH090,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,27-Aug-90,28-Jan-92,01-Jul-31,"$1,533,200.00",8.375,"$678,316.65","MISS ELDERLY HOUSING, AKA RANCHITOS VILLAGE"
Fort Worth,Fort Worth,800020699,PECAN PLACE,1600 Pecan St,Bonham,TX,75418,2745,29-Nov-90,112EH109,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,06-Feb-90,03-Sep-91,01-Jan-31,"$1,042,300.00",8.375,"$80,000.00","BONHAM RHF HOUSING, INC."
Fort Worth,Fort Worth,800000620,Haven Home,102 N 3rd St,Ola,AR,72853,9225,07-Aug-86,082EH145,202,202/8 Direct Loan/ Elderly-Handicapped,8,7,20-Mar-86,09-Feb-87,01-Oct-26,"$216,200.00",9.25,"$36,451.16","Haven Home, Inc."
Fort Worth,Fort Worth,800008092,C-BARC,4103 Lakeshore Dr,Shreveport,LA,71109,1998,12-Nov-87,064EH138,202,202/8 Direct Loan/ Elderly-Handicapped,24,24,30-Dec-86,08-Mar-89,01-Nov-27,"$687,000.00",9.25,"$170,175.39",Louisiana Disabled Persons Housing Corp.
Fort Worth,Fort Worth,800000639,Heritage Village of Booneville,555 Heritage Dr,Booneville,AR,72927,3831,18-Jul-91,082EH298,202,202/8 Direct Loan/ Elderly-Handicapped,20,20,25-Sep-90,21-Jul-92,01-May-31,"$528,500.00",8.375,"$229,420.45","Heritage Village of Booneville, Inc."
Fort Worth,Fort Worth,800000584,CREATIVE HOUSING II,712 E 19TH ST,EL DORADO,AR,71730,3111,18-Jan-90,082EH251,202,202/8 Direct Loan/ Elderly-Handicapped,18,16,14-Jul-89,21-Sep-90,01-Mar-30,"$341,400.00",9.25,"$135,973.09","Creative Housing II, Inc."
Fort Worth,Fort Worth,800000585,Creative Housing (202 HAP),209 N NEWTON AVE,EL DORADO,AR,71730,5421,15-Jan-87,082EH160,202,202/8 Direct Loan/ Elderly-Handicapped,26,18,09-Jul-86,02-Jun-87,01-Mar-27,"$487,900.00",9.25,"$96,826.36","Creative Housing, Inc."
Fort Worth,Fort Worth,800000576,Civitan Group Housing,1602 Hudson St,Benton,AR,72015,4645,19-Feb-86,082EH126,202,202/8 Direct Loan/ Elderly-Handicapped,13,12,07-Aug-85,15-Aug-86,01-Apr-26,"$317,000.00",9.25,"$40,648.81","Civitan Group Housing, Inc."
Fort Worth,Fort Worth,800021500,CHUPIK HOUSE,2808 Chupik St.,ROSENBERG,TX,77471,5938,01-Jan-86,114EH109,202,202/8 Direct Loan/ Elderly-Handicapped,6,6,26-Aug-87,20-Jun-88,01-Apr-28,"$158,900.00",9.25,"$61,182.12","VOA Community Home Texas 4, Inc"
Fort Worth,Fort Worth,800014619,CHALLENGE NEW MEXICO SVCS FOR HDCP,631 AGUA FRIA ST,SANTA FE,NM,87501,2509,19-Aug-86,116EH055,202,202/8 Direct Loan/ Elderly-Handicapped,6,6,13-Feb-86,17-Jun-87,01-Aug-26,"$165,000.00",9.25,"$26,656.55",Santa Fe Services for the Handicapped
Fort Worth,Fort Worth,800014621,Challenge New Mexico Grp Home Two,1868 VISTA DEL SUR,SANTA FE,NM,87505,5450,22-Jan-88,116EH077,202,202/8 Direct Loan/ Elderly-Handicapped,6,6,29-Sep-87,12-Dec-88,01-Aug-28,"$148,600.00",9.25,"$44,536.87",Challenge Group Home 2
Fort Worth,Fort Worth,800020820,CYPRESS MANOR,1512 Indian Springs Rd,MARSHALL,TX,75670,5736,25-Sep-89,112EH111,202,202/8 Direct Loan/ Elderly-Handicapped,16,15,28-Mar-89,01-Nov-90,01-Jan-30,"$452,900.00",8.625,"$167,795.36",Sabine Valley Sabine Valley Regional MHMR Center
Fort Worth,Fort Worth,800000551,CEREBRAL PALSY GROUP LIVING (PRAC),8800 Labette Dr,Little Rock,AR,72204,1484,15-Dec-87,082EH183,202,202/8 Direct Loan/ Elderly-Handicapped,15,15,11-Jun-87,19-Jul-88,01-Feb-28,"$446,300.00",9.25,"$118,462.81","Cerebral Palsy Group Living, Inc."
Fort Worth,Fort Worth,800000587,DARDANELLE RETIREMENT CENTER (202 HAP),907 N 7th St,Dardanelle,AR,72834,3168,25-Apr-90,082EH284,202,202/8 Direct Loan/ Elderly-Handicapped,20,20,31-Aug-89,28-Mar-91,01-Apr-30,"$526,700.00",9.25,"$215,132.79","Dardanelle Retirement Center of AAA, Inc."
Fort Worth,Fort Worth,800020746,Casa Trinidad,1009 Lincoln St,Zapata,TX,78076,3522,07-Oct-86,115EH098,202,202/8 Direct Loan/ Elderly-Handicapped,24,24,25-Feb-86,07-Jun-88,01-Oct-26,"$685,000.00",9.25,"$115,277.17","Los Vicentes De Laredo Y Zapata, Inc"
Fort Worth,Fort Worth,800020735,Casa De Amigos VI,200 E Helmer St,Pharr,TX,78577,5910,14-Jun-91,115EH162,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,31-Aug-90,27-Aug-92,01-Sep-31,"$1,159,900.00",8.375,"$522,701.25","Casa De Amigos # VI, Inc."
Fort Worth,Fort Worth,800020695,"BETHESDA MANOR , INC.",1407 WAYLAND ST,PLAINVIEW,TX,79072,4800,03-Jun-85,133EH001,202,202/8 Direct Loan/ Elderly-Handicapped,21,20,25-Oct-84,19-Mar-86,01-Jun-25,"$588,400.00",9.25,"$31,560.56","BETHESDA MANOR, INC."
Fort Worth,Fort Worth,800000517,Avants Group Home,210 Bullion Ave E,Mena,AR,71953,4456,29-Sep-86,082EH146,202,202/8 Direct Loan/ Elderly-Handicapped,10,9,21-Mar-86,10-Feb-87,01-Nov-26,"$248,500.00",9.25,"$43,773.97","Avants Group Living Center, Inc."
Fort Worth,Fort Worth,800000509,ARCHWAY APARTMENTS,1015 N Nashville Ave,RUSSELLVILLE,AR,72801,4343,13-Oct-89,082EH247,202,202/8 Direct Loan/ Elderly-Handicapped,20,19,29-Mar-89,27-Jun-90,01-Nov-29,"$564,300.00",9.125,"$211,683.04","Archway Apartments, Inc."
Fort Worth,Fort Worth,800020656,Anos De Oro,1220 W Kenedy Ave,Kingsville,TX,78363,4919,28-May-86,115EH101,202,202/8 Direct Loan/ Elderly-Handicapped,28,24,05-Sep-85,28-May-87,01-Aug-26,"$747,700.00",9.25,"$114,202.58","Los Anos De Oro Senior Services, Inc"
Fort Worth,Fort Worth,800000507,Annswood Apartments,570 W Conrad Ave,Monticello,AR,71655,4660,27-Nov-84,082EH067,202,202/8 Direct Loan/ Elderly-Handicapped,62,61,30-Sep-83,11-Dec-85,01-Mar-25,"$1,710,000.00",9.25,"$66,019.76","Monticello Ecumenical Retirement Center, Inc."
Fort Worth,Fort Worth,800014620,Challenge New Mexico Grp Home One,1888 CALLE QUEDO,SANTA FE,NM,87501,5433,03-Sep-86,116EH065,202,202/8 Direct Loan/ Elderly-Handicapped,6,6,20-Jun-86,17-Jun-87,01-Sep-26,"$133,400.00",9.25,"$21,271.37",Challenge Group Home 1
Fort Worth,Fort Worth,800000638,Heritage Village of Barling,1601 M St,Barling,AR,72923,1886,30-Jan-90,082EH288,202,202/8 Direct Loan/ Elderly-Handicapped,19,19,30-Jan-90,15-Oct-91,01-Sep-30,"$498,600.00",8.375,"$199,256.41","Heritage Village of Barling, Inc."
Fort Worth,Fort Worth,800021035,LASKER O. HEREFORD APTS,8911 Timberwilde St,San Antonio,TX,78250,4354,27-Jun-91,115EH165,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,27-Sep-90,19-Feb-92,01-Nov-31,"$1,563,800.00",8.125,"$704,218.03",Hereford Apartments
Fort Worth,Fort Worth,800017642,JAYCEE VILLAGE,417 N JEFFERSON AVE,ELK CITY,OK,73644,4200,29-Oct-85,117EH059,202,202/8 Direct Loan/ Elderly-Handicapped,12,12,12-Feb-85,21-Jul-86,01-Aug-25,"$325,700.00",9.25,"$22,311.33",Jaycee Action Inc.
Fort Worth,Fort Worth,800020981,Independent Living Center,652 CASTLE GLEN DR,GARLAND,TX,75043,3829,08-Jun-90,112EH115,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,01-Dec-89,01-Oct-90,01-Apr-31,"$1,678,400.00",8.375,"$721,541.49","INDEPENDENT LIVING PLACE, INC."
Fort Worth,Fort Worth,800020979,Independence Square (HAP),8708 Mission Rd,San Antonio,TX,78214,3140,01-Jan-85,115EH088,202,202/8 Direct Loan/ Elderly-Handicapped,9,9,19-Sep-85,23-Feb-87,01-May-26,"$462,100.00",9.25,"$61,192.34","Independence Square, Inc"
Fort Worth,Fort Worth,800000650,HOUSING SERVICES,715A E G St,RUSSELLVILLE,AR,72801,4069,02-Aug-88,082EH175,202,202/8 Direct Loan/ Elderly-Handicapped,18,18,09-Feb-88,04-Oct-89,01-Oct-28,"$410,500.00",9,"$125,026.93","Housing Services, Inc."
Fort Worth,Fort Worth,800000649,HOUSING OPPORTUNITIES EXTENSION,606 E 44TH ST,TEXARKANA,AR,71854,1423,26-Mar-86,082EH140,202,202/8 Direct Loan/ Elderly-Handicapped,13,12,18-Sep-85,23-Sep-86,01-May-26,"$299,700.00",9.25,"$39,677.72","Housing Opportunities Extension, Inc."
Fort Worth,Fort Worth,800000647,HOMESTEAD HOUSE,3210 E Moore Ave,Searcy,AR,72143,4826,30-Apr-90,082EH271,202,202/8 Direct Loan/ Elderly-Handicapped,14,14,07-Dec-89,28-Dec-90,01-Aug-30,"$310,600.00",8.375,"$140,650.63","White County Housing, Inc."
Fort Worth,Fort Worth,800014561,CROWNPOINT GROUP HOME (202 HAP),550 Bia Road,CROWNPOINT,NM,87310,,23-Jul-87,116EH033,202,202/8 Direct Loan/ Elderly-Handicapped,12,12,17-Dec-86,03-Jan-90,01-Aug-27,"$273,400.00",9.25,"$62,754.83","CCRC,INC."
Fort Worth,Fort Worth,800000640,HERITAGE VILLAGE OF PARIS,101 E Academy St,PARIS,AR,72855,4449,27-Mar-91,082EH297,202,202/8 Direct Loan/ Elderly-Handicapped,20,20,25-Sep-90,21-Jul-92,01-May-32,"$505,200.00",8.375,"$243,689.10","Heritage Village of Paris, Inc."
Fort Worth,Fort Worth,800000674,Lighthouse Group Home,2145 N Heights Ave,Batesville,AR,72501,2220,26-Jun-86,082EH125,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,19-Nov-85,18-Sep-87,01-Jul-26,"$258,900.00",9.25,"$37,806.00","Independence County Housing, Inc."
Fort Worth,Fort Worth,800000609,GORDON TUBBS RESIDENTIAL FACILITY,412 CLEVELAND ST,CABOT,AR,72023,2578,09-Aug-89,082EH235,202,202/8 Direct Loan/ Elderly-Handicapped,10,10,16-Mar-89,07-Dec-89,01-Nov-29,"$274,300.00",8.875,"$100,939.17",GORDON TUBBS RESIDENTIAL FACILITY
Fort Worth,Fort Worth,800017618,GARNETT VILLAGE,3254 S 120TH EAST PL,TULSA,OK,74146,2012,15-Jan-88,117EH071,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,30-Jun-87,13-Sep-88,01-Jun-28,"$1,206,700.00",9.25,"$348,057.58","GARNETT SENIOR HOUSING FOUNDATION, INC."
Fort Worth,Fort Worth,800020877,FR. ED KIRCHER APARTMENTS (HAP),1406 Calle Del Norte,Laredo,TX,78041,5938,05-Jun-90,115EH157,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,30-Jun-89,24-Jun-91,01-Aug-30,"$1,287,200.00",9.125,"$538,176.28","Los Vicentes, Inc"
Fort Worth,Fort Worth,800000597,Ester Park Apartments (HAP/DL/202/8),2112 ESTER ST,NEWPORT,AR,72112,2553,10-Jun-87,082EH171,202,202/8 Direct Loan/ Elderly-Handicapped,20,20,17-Oct-86,12-Apr-88,01-Jun-27,"$522,100.00",9.25,"$113,437.27","Jackson County Housing, Inc."
Fort Worth,Fort Worth,800020866,ENNIS SENIOR CITIZENS CENTER II,501 W LAMPASAS,ENNIS,TX,75119,4665,27-May-86,112EH089,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,27-Sep-85,16-Apr-87,01-Nov-26,"$1,094,000.00",9.25,"$192,999.72","SENIOR CITIZENS APTS, INC."
Fort Worth,Fort Worth,800014567,EL PASEO VILLAGE,420 COAL ST SE,ALBUQUERQUE,NM,87102,3911,01-Aug-90,116EH096,202,202/8 Direct Loan/ Elderly-Handicapped,20,20,29-Mar-90,20-Dec-90,01-Aug-30,"$722,000.00",8.5,"$288,959.02","ENCINO EL PASEO, INC."
Fort Worth,Fort Worth,800014562,DAVID SPECTER SHALOM HOUSE,"5500 WYOMING BLVD., NE",ALBUQUERQUE,NM,87109,3168,26-Aug-85,116EH032,202,202/8 Direct Loan/ Elderly-Handicapped,48,47,19-Apr-84,04-Dec-86,01-Jun-25,"$1,571,900.00",9.25,"$84,371.84",JEWISH COMMUNITY HOUSING CORPORATION
Jacksonville,Jacksonville,800004245,LIFE CONCEPTS GROUP HOME II,222 N Wekiwa Springs Rd,Apopka,FL,32703,4758,17-Aug-92,067HH013,202,202/162 Direct Loan for Handicapped w/PAC,15,15,31-Dec-91,06-Sep-95,01-Aug-32,"$667,000.00",8.375,"$329,211.52","Life Concepts Group Home II, Inc."
Jacksonville,Jacksonville,800004133,LIFE CONCEPTS INDEPENDENT LIVING II,705 GREENWOOD ST,ORLANDO,FL,32801,4005,29-Jan-92,067HH012,202,202/162 Direct Loan for Handicapped w/PAC,4,4,30-Sep-91,12-Aug-94,01-Feb-32,"$194,100.00",8.5,"$92,086.70","Life Concepts Independent Living II, Inc."
Jacksonville,Jacksonville,800004313,NEW VISTAS,868 SW 10TH ST,POMPANO BEACH,FL,33060,8529,01-Dec-89,066EH221,202,202/8 Direct Loan/ Elderly-Handicapped,16,16,20-Jun-89,24-Mar-92,01-Jan-30,"$572,200.00",9.25,"$225,328.07","Henderson Center Residential Services, Inc."
Jacksonville,Jacksonville,800019662,LAURENS CO. SPECIALTY HSG. CORP.,415 MILL STREET,LAURENS,SC,29360,1905,21-May-90,054EH118,202,202/8 Direct Loan/ Elderly-Handicapped,16,16,06-Dec-89,29-Jan-91,01-Aug-30,"$405,300.00",8.375,"$160,170.25",LAURENS COUNTY SPECIALTY HOUSING CORPORATION
Jacksonville,Jacksonville,800019728,PINERIDGE APTS.,1548 Parkway,GREENWOOD,SC,29646,4062,14-Sep-90,054EH147,202,202/8 Direct Loan/ Elderly-Handicapped,51,51,29-Mar-90,09-Sep-92,01-Jan-31,"$1,409,500.00",8.125,"$576,640.38","GREENWOOD ELDERLY HOUSING, INC."
Jacksonville,Jacksonville,800004374,PEACE RIVER CENTER PROPERTIES INC.,728 E Bella Vista St,LAKELAND,FL,33805,3088,30-Sep-88,067EH226,202,202/8 Direct Loan/ Elderly-Handicapped,19,18,30-Mar-88,03-Aug-89,01-Nov-28,"$573,300.00",9,"$177,891.17","PEACE RIVER CENTER PROPERTIES, INC."
Jacksonville,Jacksonville,800004362,PARC HOUSING II,5353 31ST ST N,SAINT PETERSBURG,FL,33714,2402,11-Jan-91,067EH234,202,202/8 Direct Loan/ Elderly-Handicapped,8,8,12-Sep-90,19-Jun-92,01-Feb-31,"$357,600.00",8.375,"$150,681.44","PARC HOUSING II, INC"
Jacksonville,Jacksonville,800004354,PALM HARBOR GROUP HOME,675 11TH ST,PALM HARBOR,FL,34683,4404,13-Mar-85,067EH156,202,202/8 Direct Loan/ Elderly-Handicapped,5,4,29-Nov-84,26-Feb-86,01-Apr-25,"$135,400.00",9.25,"$5,251.02","RHA Borrower Corp., Inc."
Jacksonville,Jacksonville,800019049,ADOLFO MARTINEZ APARTMENTS,CARR. KM. 4.1 VICTOR ROJAS,ARECIBO,PR,612,,12-Oct-84,056EH151,202,202/8 Direct Loan/ Elderly-Handicapped,55,55,30-Sep-83,23-Dec-85,01-Jan-25,"$1,977,500.00",9.25,"$30,897.67",Fundacion de Hogares para Trabajadores
Jacksonville,Jacksonville,800004320,NORTHWEST DADE A.R.T.S,7981 NW 37th Ave,Miami,FL,33147,4426,03-Jul-86,066EH163,202,202/8 Direct Loan/ Elderly-Handicapped,10,10,19-Dec-85,05-Oct-88,01-Aug-26,"$527,800.00",9.25,"$80,602.13","CITRUS HEALTH NETWORK, INC"
Jacksonville,Jacksonville,800004311,New Horizons Properties III - Transitions,3807 SW 34th ST,GAINESVILLE,FL,32608,6562,07-Aug-90,063EH190,202,202/8 Direct Loan/ Elderly-Handicapped,8,8,16-Mar-90,02-Jun-92,01-Oct-30,"$309,800.00",8.375,"$129,205.30","New Horizons Properties III, Inc."
Jacksonville,Jacksonville,800004309,New Horizons Properties I - Joyce Apts.,3010 SW 35th Pl,Gainesville,FL,32608,2738,17-May-85,063EH171,202,202/8 Direct Loan/ Elderly-Handicapped,8,8,03-Jan-85,28-Jul-88,01-Jul-25,"$261,600.00",9.25,"$16,048.77","New Horizons Properties, Inc."
Jacksonville,Jacksonville,800019689,"MILLNER ELDERLY HOUSING, INC.",200 MONTFORD DR,GEORGETOWN,SC,29440,4911,18-May-92,054EH137,202,202/8 Direct Loan/ Elderly-Handicapped,48,47,24-Sep-91,23-Mar-93,01-Aug-32,"$1,401,200.00",8.375,"$691,907.72","MILLNER ELDERLY HOUSING, INC."
Jacksonville,Jacksonville,800004281,MEMORIAL HIGHWAY APTS,13633 MEMORIAL HWY,MIAMI,FL,33161,3633,23-Aug-91,066EH193,202,202/8 Direct Loan/ Elderly-Handicapped,15,15,29-Nov-90,08-Oct-97,01-Jun-31,"$583,200.00",8.375,"$257,893.16","UNITED CEREBRAL PALSY GROUP HOMES, INC."
Jacksonville,Jacksonville,800004244,LIFE CONCEPTS GROUP HOME I,27 W 1ST ST,APOPKA,FL,32703,4223,02-May-91,067EH256,202,202/8 Direct Loan/ Elderly-Handicapped,6,6,30-Nov-90,20-Oct-94,01-Apr-31,"$286,400.00",8.375,"$123,027.95","LIFE CONCEPTS GROUP HOMES l, INC"
Jacksonville,Jacksonville,800019666,LEE COUNTY SENIOR APTS.,318-A CHAPPELL RD,BISHOPVILLE,SC,29010,1141,10-May-91,054EH130,202,202/8 Direct Loan/ Elderly-Handicapped,32,32,27-Sep-90,06-May-92,01-Jun-31,"$934,000.00",8.375,"$409,351.66",LEE CO SENIOR APTS
Jacksonville,Jacksonville,800004350,PALM BEACH COUNTY GROUP HOME,322 10TH ST,WEST PALM BEACH,FL,33401,3318,27-Dec-84,066EH146,202,202/8 Direct Loan/ Elderly-Handicapped,6,5,28-Sep-84,24-Sep-85,01-Apr-25,"$253,300.00",9.25,"$11,457.60",HOUSING CORP OF THE PALM BEACH COUNTY ARC
Jacksonville,Jacksonville,800004531,UPARC HOUSING II GROUP HOME,1545 PINEHURST RD,DUNEDIN,FL,34698,3841,31-Jan-90,067EH266,202,202/8 Direct Loan/ Elderly-Handicapped,7,6,28-Sep-89,22-May-92,01-May-30,"$225,700.00",9.25,"$92,043.94","UPARC HOUSING II, INC,"
Jacksonville,Jacksonville,800022173,Yellow Cedar Residence,149-1 EST. ANNAS RETREAT,SAINT THOMAS,VI,840,,24-Feb-93,056EH324,202,202/8 Direct Loan/ Elderly-Handicapped,10,10,31-Oct-91,28-Sep-07,01-Dec-32,"$971,846.79",0,"$676,621.70",YELLOW CEDAR
Jacksonville,Jacksonville,800004585,"WORC HAVEN, ADULT CONGREGATE LIVING FACILITY",1090 JIMMY ANN DR,DAYTONA BEACH,FL,32117,4591,29-Aug-86,067EH195,202,202/8 Direct Loan/ Elderly-Handicapped,15,15,15-Apr-86,06-May-87,01-Oct-26,"$499,800.00",9.25,"$84,074.13","WORC Haven, Inc."
Jacksonville,Jacksonville,800003924,WOODSMERE ESTATES,980 BRIDLE LN,ROCKLEDGE,FL,32955,3952,16-May-90,067EH233,202,202/8 Direct Loan/ Elderly-Handicapped,15,15,28-Sep-89,06-Jun-91,01-Apr-30,"$440,100.00",9.25,"$177,366.71","BCARC  HOMES II,INC."
Jacksonville,Jacksonville,800019825,"WESTOVER APARTMENTS, INC.",4 PALMETTO PARK DR,CHARLESTON,SC,29407,5974,09-May-91,054EH122,202,202/8 Direct Loan/ Elderly-Handicapped,20,20,26-Sep-90,20-Feb-92,01-Jan-32,"$794,600.00",8.375,"$370,855.65","WESTOVER APARTMENTS, INC."
Jacksonville,Jacksonville,800004529,WATERFALL APTS.,1325 N HIGHLAND AVE,CLEARWATER,FL,33755,3448,28-May-91,067EH267,202,202/8 Direct Loan/ Elderly-Handicapped,22,21,30-Nov-90,21-May-93,01-Jul-31,"$766,200.00",8.375,"$341,052.06",UPARC Apartments Inc.
Jacksonville,Jacksonville,800004397,PROGRESSIVE HOUSING,2201 HUSSON AVENUE,PALATKA,FL,32177,,13-Jan-83,063EH112,202,202/8 Direct Loan/ Elderly-Handicapped,25,24,08-Jul-82,20-Sep-83,01-May-23,"$659,100.00",9.25,$9.84,"PROGRESSIVE HOUSING OF PUTNAM COUNTY, INC."
Jacksonville,Jacksonville,800019814,VANGUARD RESIDENTIAL SERVICES,200 E HOSPITAL ST,MANNING,SC,29102,3160,16-May-86,054EH072,202,202/8 Direct Loan/ Elderly-Handicapped,16,15,17-Oct-85,19-Feb-87,01-Jun-26,"$453,800.00",9.25,"$63,174.24","VANGUARD RESIDENTIAL SERVICES, INC."
Jacksonville,Jacksonville,800019806,PORTALS,201-D LAUREL ST,GREENVILLE,SC,29609,3674,31-Mar-89,054EH112,202,202/8 Direct Loan/ Elderly-Handicapped,20,20,24-Aug-88,21-Nov-89,01-Jun-29,"$638,500.00",9,"$221,304.93","THE PORTALS, INC."
Jacksonville,Jacksonville,800004530,UNION GROUP HOME,920 UNION ST,DUNEDIN,FL,34698,8231,15-Jan-87,067EH193,202,202/8 Direct Loan/ Elderly-Handicapped,5,5,20-Nov-86,07-Jan-88,01-Jun-27,"$199,800.00",9.25,"$43,409.84",UPARC Housing Inc.
Jacksonville,Jacksonville,800019220,Sunny Isle Housing for the Elderly,Suite 4100,CHRISTIANSTED,VI,820,4423,08-Oct-92,056EH252,202,202/8 Direct Loan/ Elderly-Handicapped,55,55,30-Sep-91,22-Sep-99,01-Jan-33,"$2,972,753.00",8.375,"$1,565,900.32","Saint Croix Housing for the Elderly, Inc."
Jacksonville,Jacksonville,800019564,SPRING VALLEY ELDERLY HOUSING,110 FIELD VILLAGE DR,SENECA,SC,29678,4301,04-Apr-91,054EH133,202,202/8 Direct Loan/ Elderly-Handicapped,48,48,27-Sep-90,09-Sep-92,01-Aug-31,"$1,424,400.00",8.375,"$636,053.43","SPRING VALLEY ELDERLY HOUSING, INC."
Jacksonville,Jacksonville,800019779,"SIXTY-TWO PLAZA CENTRAL, INC.",105 PLAZA CT,CENTRAL,SC,29630,8829,03-Jul-91,054EH142,202,202/8 Direct Loan/ Elderly-Handicapped,24,24,29-Nov-90,10-Jun-92,01-Jul-31,"$790,200.00",8.375,"$349,609.52","SIXTY-TWO PLAZA CENTRAL, INC."
Jacksonville,Jacksonville,800019459,SECESSIONVILLE,1217 SECESSIONVILLE RD,CHARLESTON,SC,29412,9749,04-Dec-87,054EH079,202,202/8 Direct Loan/ Elderly-Handicapped,9,9,26-May-87,27-Jul-88,01-May-28,"$247,100.00",9.25,"$69,875.89","ADULT RETARDED CITIZENS HOMES, II"
Jacksonville,Jacksonville,800004532,SAN CHRISTOPHER II GROUP HOME,664 SAN CHRISTOPHER DR,DUNEDIN,FL,34698,5051,31-Jan-90,067EH268,202,202/8 Direct Loan/ Elderly-Handicapped,7,6,28-Sep-89,22-May-92,01-May-30,"$219,400.00",9.25,"$89,468.29","UPARC HOUSING III, INC."
Jacksonville,Jacksonville,800019821,WASHINGTON SQUARE,600  WASHINGTON STREET,DARLINGTON,SC,29532,4735,27-Nov-89,054EH110,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,11-Apr-89,29-Nov-90,01-Mar-30,"$1,125,100.00",9.25,"$448,060.18","DARLINGTON ELDERLY HOUSING, INC."
