FY Obligation Year,Lender_Name,Borrower_Name,Project Name,Main_Address_Line1,City,State Abbreviation,Zip_Code,Date_Loan_Closing,Loan_Amount,Total_Development_Cost,Population_Obligation,Median_Household_Income_Obligation,Total_1_Bedroom_Units,Total_2_Bedroom_Units,Br1 Unit Average Contract Rent,Br2 Unit Average Contract Rent,Construction_Type,Project_Type
2013,"BONNEVILLE MORTGAGE COMPANY, LLC","EAST WARD VILLAGE, LLC",EAST WARD VILLAGE APARTMENTS,507 EAST 5TH STREET,MCCOOK,NE,690010000,2014-01-22T06:00:00Z,705000,4057187,7698,41927,7,20,466,585,REHAB/REPAIR,SENIOR
2016,BELLWETHER ENTERPRISE REAL ESTATE,EASTGATE REDEVELOPMENT,EASTGATE RENTAL HOMES,1100 CROSS STREET,CLEVELAND,MS,387320000,2018-09-25T05:00:00Z,6390000,6390000,12334,37400,0,0,0,0,REHAB/REPAIR,FAMILY
2024,BELLWETHER ENTERPRISE REAL ESTATE,"EC WARE MANOR, LLC",WARE MANOR APARTMENTS,500 WALNUT AVE,WAYCROSS,GA,315010000,2024-09-25T05:00:00Z,5000000,14867544,13759,56500,20,28,836,965,REHAB/REPAIR,FAMILY
2016,"LUMENT REAL ESTATE CAPITAL, LLC","ECHO HILL APARTMENTS, LLC",ECHO HILL APARTMENTS,20 ECHO HILL APARTMENTS,VANCEBURG,KY,411790000,2017-09-15T05:00:00Z,1600000,6991873,1518,27740,11,22,655,722,REHAB/REPAIR,FAMILY
2020,MERCHANTS CAPITAL CORP.,ECO VILLAGE APARTMENTS LLC,ECO VILLAGE APARTMENTS,120 PEELER DRIVE,FOSTORIA,OH,448300000,2020-08-27T05:00:00Z,2400000,8066132,13251,35125,0,32,0,691,REHAB/REPAIR,FAMILY
2016,MERCHANTS CAPITAL CORP.,EDEN CHASE LLC,EDEN CHASE APARTMENTS,305 EAST HARRIS PLACE,EDEN,NC,272880000,2017-06-21T05:00:00Z,990572,6761446,15488,45636,0,45,0,586,NEW CONSTRUCTION,FAMILY
2013,BELLWETHER ENTERPRISE REAL ESTATE,EDGEFIELD GREENE LIMITED PARTNERSHIP,SALUDA COMMONS,100 BIRATH ST,SALUDA,SC,291380000,2015-02-27T06:00:00Z,460000,7406610,3566,64500,16,24,439,519,NEW CONSTRUCTION,SENIOR
2007,"BONNEVILLE MORTGAGE COMPANY, LLC","EH KENSINGTON ADDITION, L.P.",KENSINGTON FOREST II APARTMENT,404 TAMMY DRIVE,POWELL,TN,378495450,2008-08-07T05:00:00Z,1049331,3859000,173890,27492,40,20,410,485,REHAB/REPAIR,FAMILY
2007,"BONNEVILLE MORTGAGE COMPANY, LLC","EH KENSINGTON ASSOCIATES, L.P.",KENSINGTON FOREST I APARTMENTS,404 TAMMY DRIVE,POWELL,TN,378490000,2008-08-07T05:00:00Z,1626894,3397526,173890,27492,23,36,410,485,REHAB/REPAIR,FAMILY
2014,CHURCHILL MORTGAGE INVESTMENT LLC,"ELBERTON WILDWOOD, LP",WILDWOOD APTS,1150 OLD PETERSBURG ROAD,ELBERTON,GA,306350000,2014-12-10T06:00:00Z,840300,3294869,4653,37800,24,26,390,435,REHAB/REPAIR,FAMILY
2017,WEST VIRGINIA HOUSING DEVELOPMENT FUND,ELIZABETH WAY LIMITED PARTNERSHIP,ELIZABETH WAY APARTMENTS,RT 21 SOUTH CHURCH STREET,RIPLEY,WV,252710000,2018-12-04T06:00:00Z,740000,5177230,3242,54800,16,16,465,555,NEW CONSTRUCTION,SENIOR
2013,WEST VIRGINIA HOUSING DEVELOPMENT FUND,ELK VILLAGE APARTMENTS LLC,ELK VILLAGE APARTMENTS,185 ELK VILLAGE DRIVE,ELKVIEW,WV,250710000,2014-12-19T06:00:00Z,1275000,5833621,1222,54900,24,24,470,560,NEW CONSTRUCTION,SENIOR
2005,"PNC BANK, N.A.",ELKO PACIFIC ASSOCIATES,QUAIL RUN AT RIVERS EDGE,610 S. 12TH STREET,ELKO,NV,898010000,2006-01-26T06:00:00Z,2400000,7681389,16708,48608,0,20,0,608,NEW CONSTRUCTION,FAMILY
2020,GREYSTONE SERVICING COMPANY LLC,"ELKTON PLACE, LLC",ELKTON ARMS APARTMENTS,609 SOUTH MAIN ST,ELKTON,KY,422200000,2021-03-04T06:00:00Z,235000,2252053,2062,52800,14,6,485,550,REHAB/REPAIR,FAMILY
2006,WEST VIRGINIA HOUSING DEVELOPMENT FUND,ELLE BELLA VILLA LIMITED PARTNERSHIP,ELLE BELLA VILLA APARTMENTS,100 EVERETTE LANE,DUNBAR,WV,250640000,2006-11-08T06:00:00Z,1385650,3748600,8154,53900,25,25,450,500,NEW CONSTRUCTION,SENIOR
2014,CHURCHILL MORTGAGE INVESTMENT LLC,"ELLIJAY COX CREEK, LP",COX CREEK APARTMENTS,200 PENLAND STREET,ELLIJAY,GA,0,2014-12-10T06:00:00Z,268700,2088642,1619,48200,6,19,445,490,REHAB/REPAIR,FAMILY
2020,CHURCHILL MORTGAGE INVESTMENT LLC,"ELM GREEN HOUSING, LLC",ELM GREEN,100 ELM GREEN LOOP DRIVE,NEWPORT,NC,285700000,2022-02-09T06:00:00Z,1430000,6248194,4150,67200,0,24,0,624.5,REHAB/REPAIR,FAMILY
2015,BELLWETHER ENTERPRISE REAL ESTATE,"ELM STREET VILLAGE, LTD.",ELM STREET VILLAGE,311 NORTH ELM STREET,TALLULAH,LA,712820000,2015-11-12T06:00:00Z,702000,6633124,7335,37100,0,0,0,0,NEW CONSTRUCTION,FAMILY
2016,WEST VIRGINIA HOUSING DEVELOPMENT FUND,EMERALD GARDENS LP,EMERALD GARDENS APARTMENTS,CLAUDIA COURT,WEST HAMLIN,WV,255710000,2018-11-08T06:00:00Z,500000,8086049,774,61600,0,16,0,445,REHAB/REPAIR,FAMILY
2017,WEST VIRGINIA HOUSING DEVELOPMENT FUND,EMERALD GARDENS LP,EMERALD GARDENS APARTMENTS,CLAUDIA COURT,WEST HAMLIN,WV,255710000,2018-11-08T06:00:00Z,200000,8086049,774,61600,0,16,0,445,REHAB/REPAIR,FAMILY
2008,"BONNEVILLE MORTGAGE COMPANY, LLC","EMERALD HEARTLAND PROPERTIES, L.P.",BELLE MEADE APARTMENTS,7209 OLD CLINTON HIGHWAY,KNOXVILLE,TN,379210000,2008-08-07T05:00:00Z,225302,4117304,20000,27492,24,32,410,485,REHAB/REPAIR,FAMILY
2007,"BONNEVILLE MORTGAGE COMPANY, LLC","EMERALD HEARTLAND PROPERTIES, L.P.",BELLE MEADE APARTMENTS,7209 OLD CLINTON HIGHWAY,KNOXVILLE,TN,379210000,2008-08-07T05:00:00Z,836672,4117304,20000,27492,24,32,410,485,REHAB/REPAIR,FAMILY
2013,"LUMENT REAL ESTATE CAPITAL, LLC","EMINENCE VILLAGE APARTMENTS, LLC",EMINENCE VILLAGE APARTMENTS,33 APACHEE CIRCLE,EMINENCE,KY,400190000,2013-07-18T05:00:00Z,1500000,7503226,2231,63800,6,30,603,703,REHAB/REPAIR,FAMILY
2016,CHURCHILL MORTGAGE INVESTMENT LLC,"EMORY ABBINGTON WALK, LP.",ABBINGTON WALK OF EMORY,SPENCE DRIVE,EMORY,TX,754400000,2017-12-11T06:00:00Z,2085000,7519918,1318,47567,12,26,467,582,NEW CONSTRUCTION,FAMILY
2015,"BONNEVILLE MORTGAGE COMPANY, LLC",EMW AFFORDABLE LP,EL MONTE WEST APARTMENTS,999 WEST EL MONTE WAY,DINUBA,CA,936180000,2017-05-02T05:00:00Z,825000,5305033,21453,42708,8,25,560,615,REHAB/REPAIR,FAMILY
2016,BELLWETHER ENTERPRISE REAL ESTATE,ENCHANTED GLEN LDHA LP,ENCHANTED GLEN,466 SOUTH BURR OAK,COLON,MI,490300000,2017-10-26T05:00:00Z,350000,4038194,1173,55200,6,24,429,510,REHAB/REPAIR,FAMILY
2019,"BONNEVILLE MORTGAGE COMPANY, LLC","EUDORA SENIOR VILLAGE, LP",PINECREST SENIOR VILLAGE,924 WALNUT STREET,EUDORA,KS,660250000,2021-05-05T05:00:00Z,2000000,8128901,6136,56766,60,0,513,0,REHAB/REPAIR,SENIOR
2012,FIRST SECURITY BANK,"EUPORA HOUSING,L. P.",MAGNOLIA APARTMENTS,101 WARTER WORKS ROAD,EUPORA,MS,397440000,2012-12-05T06:00:00Z,352000,2338545,2197,44700,0,30,0,484,REHAB/REPAIR,FAMILY
2023,"BONNEVILLE MORTGAGE COMPANY, LLC",EVERGLADES TOWNHOMES LP,EVERGLADES TOWNHOMES,200 S BARFIELD HWY,PAHOKEE,FL,334760000,2023-08-30T05:00:00Z,3100000,19628879,6315,80200,0,30,0,1200,NEW CONSTRUCTION,FAMILY
2004,"PNC BANK, N.A.",EXCEL-COASTAL II LDHA LP,COASTAL CROSSINGS II,72300 ERIKA WAY,SOUTH HAVEN,MI,490900000,2004-09-20T05:00:00Z,1545677,3688960,4045,35000,8,24,392,461,NEW CONSTRUCTION,FAMILY
2017,"BONNEVILLE MORTGAGE COMPANY, LLC",EXCEL-DEAL 21 LDHA LP,CENTER CITY DOWNTOWN HILLSDALE,8 SOUTH MANNING STREET,HILLSDALE,MI,492420000,2019-03-11T05:00:00Z,650000,7801000,2033,42183,23,17,384,459,NEW CONSTRUCTION,SENIOR
2005,"PNC BANK, N.A.",EXCEL-DOWAGIAC II LDHA LP,EAGLES TRACE APARTMENTS,29553 AMERIOST DRIVE,DOWAGIAC,MI,490470000,2005-11-29T06:00:00Z,1422348,3695808,6147,29926,4,20,407,510,NEW CONSTRUCTION,FAMILY
2015,"BONNEVILLE MORTGAGE COMPANY, LLC",EXCEL-STERLING LDHA LP,HERITAGE LANE,117 WEST STREET,JONESVILLE,MI,492500000,2017-11-22T06:00:00Z,720000,7432443,2258,53200,16,28,427,535,REHAB/REPAIR,FAMILY
2017,BELLWETHER ENTERPRISE REAL ESTATE,EXMORE VILLAGE II LLC,EXMORE VILLAGE,12374 RUE COURT,EXMORE,VA,233500000,2018-12-14T06:00:00Z,2500000,6095752,1460,52742,65,0,565,0,REHAB/REPAIR,SENIOR
2014,"LUMENT REAL ESTATE CAPITAL, LLC","FAIR PARK APARTMENTS, LLC",FAIR PARK APARTMENTS,133 MAPLE AVENUE,SARDINIA,OH,451710000,2015-11-19T06:00:00Z,600000,5519956,968,37076,8,24,475,658,REHAB/REPAIR,FAMILY
2008,MASCOMA BANK,"FAIRFAX STREET DEVELOPER I, LP",BROOKSIDE I,VERMONT ROUTE 104,ST ALBANS,VT,54780000,2009-07-28T05:00:00Z,1200000,6940232,5086,46875,13,22,625,744,NEW CONSTRUCTION,FAMILY
2009,BELLWETHER ENTERPRISE REAL ESTATE,FAIRWAY CROSSING LP,FAIRWAY CROSSING,145 DALLAS STREET,TIFFIN,OH,448830000,2009-07-31T05:00:00Z,1250000,7618483,18135,33261,0,0,0,0,NEW CONSTRUCTION,FAMILY
2005,"PNC BANK, N.A.","FAIRWAY MANOR, LP",FAIRWAY MANOR,2225 LYON GATE DRIVE,SNOWFLAKE,AZ,859370000,2006-12-20T06:00:00Z,668930,6479496,4460,37439,0,30,0,366,NEW CONSTRUCTION,FAMILY
2007,"PNC BANK, N.A.","FAITH HOUSING COMMUNITIES, LLC",FAITH COMMUNITY SENIOR HOUSING,1000 DOVE LANE,CRESTLINE,OH,448270000,2007-09-26T05:00:00Z,978000,6634408,5088,31392,0,41,0,253,NEW CONSTRUCTION,SENIOR
2008,"LUMENT REAL ESTATE CAPITAL, LLC",FALCON RIDGE LIMITED PARTNERSHIP,FALCON RIDGE APTS,20 SOUTH CHILI CAPITAL LANE,HATCH,NM,879370000,2011-12-20T06:00:00Z,1332000,10445438,1637,21250,8,16,395,490,REHAB/REPAIR,FAMILY
2021,GREYSTONE SERVICING COMPANY LLC,"FARMERSBURG PARTNERS, LLC",PARK PLAZA APARTMENTS,716 & 720 E. STREET,FARMERSBURG,IN,478500000,2021-05-12T05:00:00Z,540000,1642780,1118,60900,4,12,580,645,REHAB/REPAIR,FAMILY
2004,"PNC BANK, N.A.","FARMERSVILLE PARK CREEK ASSOC., A CA LP",PARK CREEK VILLAGE APTS,398 W. WALNUT AVENUE,FARMERSVILLE,CA,932230000,2005-05-25T05:00:00Z,1000000,7094052,8737,29629,16,24,404,404,NEW CONSTRUCTION,FAMILY
2010,"BONNEVILLE MORTGAGE COMPANY, LLC","FARMERSVILLE SENIOR ASSOCIATES, A CA LP",PALOMAR COURT,823-857 SOUTH FARMERSVILLE ROAD,FARMERSVILLE,CA,932230000,2012-07-27T05:00:00Z,300000,7282742,3239,27682,32,8,240,291,NEW CONSTRUCTION,SENIOR
2008,"BONNEVILLE MORTGAGE COMPANY, LLC",FAYETTE HILLS II LIMITED PARTNERSHIP,FAYETTE HILLS II APARTMENTS,RT 2 75 LAURAL PLACE,FAYETTEVILLE,WV,258400000,2008-03-18T05:00:00Z,500000,4930250,2750,37400,12,56,394,460,REHAB/REPAIR,FAMILY
2018,"BONNEVILLE MORTGAGE COMPANY, LLC","FC INVESTMENT GROUP, LP",FIREBAUGH GRDN & MENDOTA VLG,600 P STREET,FIREBAUGH,CA,936220000,2020-03-31T05:00:00Z,1365000,12316782,11014,45963,10,38,606,724,REHAB/REPAIR,FAMILY
2022,MERCHANTS CAPITAL CORP.,"FENNER RIDGE APARTMENTS, LLC",FENNER RIDGE APARTMENTS,FENNER AVENUE,HILLSBORO,OH,451330000,2021-12-16T06:00:00Z,2750000,12160526,6527,66300,12,28,635,725,NEW CONSTRUCTION,FAMILY
2005,CENTENNIAL MORTGAGE INC,"FENNER SQUARE, LTD.",FENNER SQUARE,555 SOUTH BURKE STREET,GOLIAD,TX,779630000,2005-11-30T06:00:00Z,926600,2615325,1975,43100,8,14,363,470,NEW CONSTRUCTION,MIXED
2021,"LUMENT REAL ESTATE CAPITAL, LLC",FIELDSTONE VILLAGE LIMITED PARTNERSHIP,FIELDSTONE VILLAGE,2924 DUNLOP LANE,CLARKSVILLE,TN,370430000,2021-11-19T06:00:00Z,3996000,15135225,1,65000,12,48,492,629,NEW CONSTRUCTION,FAMILY
2016,"BONNEVILLE MORTGAGE COMPANY, LLC","FLORENCE APARTMENTS ASSOCIATES, LLC",FLORENCE SUNRISE APARTMENTS,980 DE SOTO STREET,FLORENCE,AZ,851320000,2017-04-24T05:00:00Z,440000,8689933,25536,40857,10,30,555,635,REHAB/REPAIR,FAMILY
2006,KEYBANK NA,FOLEY HALL APARTMENTS LTD. III,"REGENCY POINTE, PHASE II",501 GREENTREE LANE,FOLEY,AL,365350000,2009-04-29T05:00:00Z,789943,4575322,13000,58100,0,48,0,402,NEW CONSTRUCTION,SENIOR
2021,"LUMENT REAL ESTATE CAPITAL, LLC","FOREST COVE, L.P.",FOREST COVE APARTMENTS,2111 NEW ERA RD,SEVIERVILLE,TN,378620000,2021-12-22T06:00:00Z,3546000,14823169,14807,55600,12,48,470,577,NEW CONSTRUCTION,FAMILY
2008,BELLWETHER ENTERPRISE REAL ESTATE,"FOREST EDGE, LLC",FOREST EDGE,229 HUBER VILLAGE BLVD.,WESTERVILLE,OH,430810000,2009-04-21T05:00:00Z,1635000,7228841,465,42969,0,0,0,0,NEW CONSTRUCTION,FAMILY
2022,CHURCHILL MORTGAGE INVESTMENT LLC,"FOREST GLEN APARTMENTS, LLC",FOREST GLEN,309 JACOBS HIGHWAY,CLINTON,SC,292350000,2024-10-30T05:00:00Z,2491000,13638520,7633,67000,0,42,0,587,NEW CONSTRUCTION,FAMILY
2015,CHURCHILL MORTGAGE INVESTMENT LLC,"FOREST RIDGE AT BEVERLY HILLS, LTD",FOREST RIDGE,2757 N. FOREST RIDGE BLVD.,HERNANDO,FL,344420000,2016-11-22T06:00:00Z,1500000,17563401,9054,46000,89,30,765,966,NEW CONSTRUCTION,SENIOR
2002,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,KAYENTA VI,30 TEEH IN DEEH,KAYENTA,AZ,860330000,2008-03-01T06:00:00Z,"718,241.86",3033336,5176,25850,0,0,0,0,NEW CONSTRUCTION,FAMILY
2000,USDA RURAL DEVELOPMENT,FORT DEFIANCE HOUSING CORP.,KAYENTA III,48 TEEH IN DEEH,KAYENTA,AZ,860330000,2001-02-08T06:00:00Z,"598,193.43",13500000,5176,25850,0,0,0,0,NEW CONSTRUCTION,FAMILY
2002,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,KAYENTA V,30 TEEH IN DEEH,KAYENTA,AZ,860330000,2008-03-01T06:00:00Z,"1,171,165.35",8176000,5176,25850,0,0,0,0,NEW CONSTRUCTION,FAMILY
1999,USDA RURAL DEVELOPMENT,FORT DEFIANCE HOUSING CORP.,RIO PUERCO ACRES,259 PINEY HILL BLVD,FORT DEFIANCE,AZ,865040000,2000-12-14T06:00:00Z,"3,714,048.73",14805572,10000,15000,0,0,0,0,NEW CONSTRUCTION,FAMILY
2002,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,CHURCH ROCK ESTATES II,29 INDIAN VILLAGE BLVD,CHURCH ROCK,NM,873110000,2003-02-27T06:00:00Z,900000,7256549,1820,11885,0,0,0,0,NEW CONSTRUCTION,FAMILY
2002,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,KAYENTA VII,30 TEEH IN DEEH,KAYENTA,AZ,860330000,2008-03-01T06:00:00Z,"515,350.43",3375500,5176,25850,0,0,0,0,NEW CONSTRUCTION,FAMILY
2002,USDA RURAL DEVELOPMENT,FORT DEFIANCE HOUSING CORP.,KAYENTA VI,48 TEEH IN DEEH,KAYENTA,AZ,0,2003-01-13T06:00:00Z,"205,145.64",3033336,5353,28800,0,0,0,0,NEW CONSTRUCTION,FAMILY
2002,USDA RURAL DEVELOPMENT,FORT DEFIANCE HOUSING CORP.,KAYENTA VII,48 TEEH IN DEEH,KAYENTA,AZ,860330000,2003-02-27T06:00:00Z,"147,176.68",3375000,5176,25850,0,0,0,0,NEW CONSTRUCTION,FAMILY
2000,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,KAYENTA III,30 TEEH IN DEEH,KAYENTA,AZ,860330000,2008-03-01T06:00:00Z,"2,093,909.15",13500000,5176,25850,0,0,0,0,NEW CONSTRUCTION,FAMILY
2002,USDA RURAL DEVELOPMENT,FORT DEFIANCE HOUSING CORP.,KAYENTA V,48 TEEH IN DEEH,KAYENTA,AZ,860330000,2002-02-20T06:00:00Z,"334,552.37",8176000,5176,25850,0,0,0,0,NEW CONSTRUCTION,FAMILY
2021,WEST VIRGINIA HOUSING DEVELOPMENT FUND,"FORT SPRINGS APARTMENTS, L.P.",FORT SPRINGS APARTMENTS,3538 DAVIS STUART ROAD,LEWISBURG,WV,249010000,2023-04-12T05:00:00Z,452000,4223462,3749,54400,4,24,445,515,REHAB/REPAIR,FAMILY
2005,"BONNEVILLE MORTGAGE COMPANY, LLC",FORTUNA FAMILY ASSOCIATES LP,FORTUNA FAMILY APARTMENTS,3040 SMITH LN.,FORTUNA,CA,955400000,2006-07-28T05:00:00Z,700000,4112500,10497,31129,0,12,0,562,NEW CONSTRUCTION,FAMILY
2005,"PNC BANK, N.A.","FORTUNA MEADOWS ASSOCIATES, A CA LP",FORTUNA SENIOR MEADOWS,2065 DAVID WAY AT SMITH LANE,FORTUNA,CA,955400000,2005-09-27T05:00:00Z,700000,4112500,10497,31129,32,8,329,495,NEW CONSTRUCTION,SENIOR
2009,"BONNEVILLE MORTGAGE COMPANY, LLC","FOUNTAIN HILLS II, LLC",FOUNTAIN HILLS II,205 CHAPMAN ROAD,FOUNTAIN INN,SC,296440000,2011-08-15T05:00:00Z,750000,4095962,6017,33933,4,12,355,430,NEW CONSTRUCTION,FAMILY
2018,CHURCHILL MORTGAGE INVESTMENT LLC,"FOX CHASE II GREENSBORO, LLC",FOX CHASE II,11 FOX CHASE CIRCLE,GREENSBORO,GA,306420000,2018-12-20T06:00:00Z,1062000,2951889,3359,49600,33,0,576,0,REHAB/REPAIR,SENIOR
2022,WEST VIRGINIA HOUSING DEVELOPMENT FUND,FOX RIDGE APARTMENTS TM LLC,FOX RIDGE APARTMENTS,100 CHURCH LANE,PRINCETON,WV,247400000,2024-05-31T05:00:00Z,1305000,9741430,5831,53200,0,99,0,555,REHAB/REPAIR,FAMILY
2005,"PNC BANK, N.A.","FOX RUN CROSSING, LLC",FOX RUN CROSSING,601 BEAVER CREEK,PIKETON,OH,456610000,2005-10-31T06:00:00Z,1500000,6643559,1907,21290,6,12,415,475,NEW CONSTRUCTION,FAMILY
2007,"BONNEVILLE MORTGAGE COMPANY, LLC",FREEVILLE HOUSING GROUP LP,LEHIGH CROSSING,15 COOK ST,FREEVILLE,NY,130689527,2009-01-15T06:00:00Z,364000,1935578,505,39643,24,0,700,0,REHAB/REPAIR,SENIOR
2021,"BONNEVILLE MORTGAGE COMPANY, LLC","FS-OB, LTD.",BAYOU BEND APARTMENTS,3025 WALLER STREET,WALLER,TX,774840000,2023-07-17T05:00:00Z,890581,5752790,4656,57654,14,42,585,662,REHAB/REPAIR,FAMILY
2021,"BONNEVILLE MORTGAGE COMPANY, LLC","FS-PR, LTD.",CEDAR COVE APARTMENTS,1400 EAGLE LAKE ROAD,SEALY,TX,774740000,2023-05-26T05:00:00Z,915000,5743002,6538,61851,16,38,550,755,REHAB/REPAIR,FAMILY
2021,BELLWETHER ENTERPRISE REAL ESTATE,"FSJ I, LLC",ST. JOHN VILLAGE I,REGINA COELI ROAD,COVINGTON,LA,704350000,2023-03-29T05:00:00Z,2668548,10902750,8765,67400,0,8,0,606,NEW CONSTRUCTION,FAMILY
2021,BELLWETHER ENTERPRISE REAL ESTATE,"FSJ II, LLC",ST. JOHN VILLAGE II,REGINA COELI ROAD,COVINGTON,LA,704350000,2023-03-29T05:00:00Z,2668548,10881197,8765,67400,0,8,0,606,NEW CONSTRUCTION,FAMILY
2016,BELLWETHER ENTERPRISE REAL ESTATE,"FSL ST. ISADORE VILLAS, L.P.",KINGMAN HEIGHTS,1020 DETROIT AVE,KINGMAN,AZ,864010000,2018-03-16T05:00:00Z,2825000,9190121,28068,44700,57,0,935,0,NEW CONSTRUCTION,SENIOR
2004,"PNC BANK, N.A.","GABLES AT COUNTRYSIDE LANE II, LLC",THE GABLES AT COUNTRYSIDE LANE,600 COUNTRYSIDE LANE,CADIZ,OH,439070000,2005-10-20T05:00:00Z,590000,3358218,3308,29518,0,8,0,420,NEW CONSTRUCTION,SENIOR
2020,"BONNEVILLE MORTGAGE COMPANY, LLC","GAL AFFORDABLE, LP",GRACE & LAUGHTER APARTMENTS,1051 N. EATON AVE,DINUBA,CA,936180000,2020-05-29T05:00:00Z,2500000,6551353,21453,42789,40,0,875,0,REHAB/REPAIR,SENIOR
2016,"LUMENT REAL ESTATE CAPITAL, LLC","GALION EAST OHIO I, LP",GALION EAST APARTMENTS,1300 HARDING WAY EAST,GALION,OH,448330000,2016-06-22T05:00:00Z,1625000,6212598,10512,36420,54,3,498,730,REHAB/REPAIR,FAMILY
2007,WEST VIRGINIA HOUSING DEVELOPMENT FUND,GARRETT MILLS LIMITED PARTNERSHIP,GARRETT MILLS APARTMENTS,63 GARRETT MILLS LANE,GRAFTON,WV,263540000,2010-03-08T06:00:00Z,475000,3643975,5489,39200,12,12,330,380,NEW CONSTRUCTION,FAMILY
2005,"PNC BANK, N.A.","GASSVILLE GARDENS, L.P.",GASSVILLE GARDENS,448 GASSVILLE GARDENS LOOP,GASSVILLE,AR,726350000,2006-04-21T05:00:00Z,660000,2641359,1706,25478,32,8,387,467,NEW CONSTRUCTION,SENIOR
2019,WEST VIRGINIA HOUSING DEVELOPMENT FUND,GASTON AVENUE APARTMENTS LP,GASTON AVENUE APARTMENTS,103 12TH STREET,FAIRMONT,WV,265540000,2021-11-04T05:00:00Z,275000,3641372,18704,56500,8,12,631,809,REHAB/REPAIR,FAMILY
2015,"BONNEVILLE MORTGAGE COMPANY, LLC",GEAHI TULARE ARMS LP,TULARE ARMS APARTMENTS,225 W TULARE AVENUE,SHAFTER,CA,936230000,2016-08-11T05:00:00Z,1974500,5229279,16988,47727,0,33,0,593,REHAB/REPAIR,FAMILY
2010,"LUMENT REAL ESTATE CAPITAL, LLC","GENCAP PORT BYRON, LLC",WHISPERING HILLS APARTMENTS,110 - 400 TAYLOR DRIVE,PORT BYRON,IL,612759681,2011-07-15T05:00:00Z,1555000,8342739,1396,47768,40,32,596.8,712.5,REHAB/REPAIR,FAMILY
2007,"LUMENT REAL ESTATE CAPITAL, LLC","GEORGETOWN PARTNERS, LTD. I",ELK RIVER APARTMENTS,101 RYKARA DRIVE,GEORGETOWN,KY,403240000,2007-06-04T05:00:00Z,1696000,4544874,18080,42186,0,40,0,509,NEW CONSTRUCTION,SENIOR
2010,"BONNEVILLE MORTGAGE COMPANY, LLC","GIST CREEK APARTMENTS, L.P.",GIST CREEK APARTMENTS,446 GIST CREEK ROAD,SEVIERVILLE,TN,378760000,2011-09-18T05:00:00Z,1317670,7363000,11757,34719,8,32,425,505,NEW CONSTRUCTION,FAMILY
2020,WEST VIRGINIA HOUSING DEVELOPMENT FUND,GLADE VIEW APARTMENTS LLC,GLADE VIEW APARTMENTS,13 COMMERCE DRIVE,COWEN,WV,262060000,2022-11-22T06:00:00Z,950000,6752440,496,40800,8,14,451,597,NEW CONSTRUCTION,FAMILY
2020,GREYSTONE SERVICING COMPANY LLC,"GLADES II PLACE, LLC",GLADES VILLAGE II APARTMENTS,192 GLADES ROAD,BEREA,KY,404030000,2021-03-04T06:00:00Z,261000,2345286,13561,65900,12,12,545,595,REHAB/REPAIR,FAMILY
2018,WEST VIRGINIA HOUSING DEVELOPMENT FUND,GLEN ELK APARTMENTS LP,GLEN ELK APARTMENTS,309 MAYO STREET,CLARKSBURG,WV,263010000,2021-08-30T05:00:00Z,950000,6285773,16578,56300,22,14,650,767,NEW CONSTRUCTION,SENIOR
2018,"BONNEVILLE MORTGAGE COMPANY, LLC",GLEN LAKE APARTMENTS LP,GLEN LAKE APARTMENTS,350 NC HWY 210,SMITHFIELD,NC,275770000,2018-03-21T05:00:00Z,250000,9058257,10966,49711,0,36,0,548.75,NEW CONSTRUCTION,FAMILY
2016,"BONNEVILLE MORTGAGE COMPANY, LLC",GLEN LAKE APARTMENTS LP,GLEN LAKE APARTMENTS,350 NC HWY 210,SMITHFIELD,NC,275770000,2018-03-21T05:00:00Z,2625000,9058257,10966,49711,0,36,0,548.75,NEW CONSTRUCTION,FAMILY
2020,NETWORK FOR OREGON AFFORDABLE HOUSING,GLENHAVEN PARK LLC,GLENHAVEN PARK MCMINNVILLE,1750 SW SESAME STREET,MCMINNVILLE,OR,971280000,2022-08-25T05:00:00Z,2930000,8503797,34617,87900,12,20,920,1080,REHAB/REPAIR,FAMILY
2020,NETWORK FOR OREGON AFFORDABLE HOUSING,GLENHAVEN PARK LLC,GLENHAVEN PARK NEWBERG,1209 N. SPRINGBROOK ROAD,NEWBERG,OR,971320000,2022-08-25T05:00:00Z,2774000,7029998,23844,87900,16,16,830,990,REHAB/REPAIR,FAMILY
2005,"PNC BANK, N.A.",GLENNVIEW APARTMENTS LIMITED PARTNERSHIP,GLENNVIEW APARTMENTS,2100 JENNY LANE,WASHINGTON COURT HOUSE,OH,431600000,2007-02-28T06:00:00Z,1450000,3051291,13524,33003,0,32,0,492,REHAB/REPAIR,FAMILY
